比赛日期,比赛,比赛场次,比赛小场,对阵双方,胜方,战队,队员,位置,所选英雄,击杀,死亡,助攻,击杀小兵数量,击杀中立生物量,在我方野区击杀中立生物,在敌方野区击杀中立生物,获取金钱数,插眼数,拆眼数,购买真眼数,参与推塔数,游戏结束时等级,死亡时长,输出伤害总量,对英雄造成伤害,对英雄造成物理伤害,对英雄造成魔法伤害,承受英雄伤害,承受英雄物理伤害,承受英雄魔法伤害,双杀次数,三杀次数,四杀次数,五杀次数,装备1,装备2,装备3,装备4,装备5,装备6,饰品
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,Newbee	,NBPinus	,SUPPORT	,虚空先知-玛尔扎哈	,0	,4	,6	,31	,0	,0	,0	,8351	,53	,19	,13	,0	,12	,97	,17630	,5111	,630	,4481	,11617	,2310	,9306	,0	,0	,0	,0	,守望之眼	,控制守卫	,瑞莱的冰晶节杖	,明朗之靴	,负极斗篷	,（空）	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,WE	,WExiye	,MID	,英勇投弹手-库奇	,6	,1	,8	,315	,33	,21	,12	,15526	,16	,10	,2	,1	,18	,44	,227986	,24642	,3107	,21355	,16702	,12757	,3591	,2	,0	,0	,0	,吸血鬼节杖	,法师之靴	,海克斯科技左轮枪	,玛莫提乌斯之噬	,三相之力	,兰德里的折磨	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,WE	,WEMystic	,ADC	,探险家-伊泽瑞尔	,4	,1	,9	,320	,31	,18	,13	,15346	,12	,10	,2	,3	,17	,36	,210570	,17866	,13863	,3807	,13564	,9093	,4471	,0	,0	,0	,0	,破败王者之刃	,水银饰带	,三相之力	,魔切	,最后的轻语	,明朗之靴	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,WE	,WECondi	,JUNGLE	,蜘蛛女皇-伊莉丝	,5	,1	,6	,165	,126	,78	,48	,13359	,27	,16	,7	,1	,16	,48	,168587	,11184	,968	,10168	,18569	,12685	,5683	,1	,0	,0	,0	,附魔：符能回声	,（空）	,瑞莱的冰晶节杖	,虚空之杖	,兰德里的折磨	,疾行之靴	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,WE	,WEZero	,SUPPORT	,荆棘之兴-婕拉	,1	,2	,11	,21	,0	,0	,0	,9547	,49	,17	,14	,1	,13	,71	,20068	,7645	,525	,7120	,7377	,4365	,2924	,0	,0	,0	,0	,爆裂魔杖	,控制守卫	,守望之眼	,钢铁烈阳之匣	,增幅典籍	,法师之靴	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第三场	,WE vs Newbee	,WE	,WE	,WE957	,TOP	,扭曲树精-茂凯	,1	,2	,13	,285	,9	,9	,0	,13536	,20	,3	,4	,0	,17	,104	,163144	,11870	,1826	,10043	,21322	,13065	,7726	,0	,0	,0	,0	,守护天使	,忍者足具	,冰脉护手	,腐败药水	,日炎斗篷	,振奋盔甲	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,EDG	,EDGMeiko	,SUPPORT	,荆棘之兴-婕拉	,2	,0	,6	,45	,2	,0	,2	,11484	,56	,26	,17	,1	,14	,0	,49378	,16009	,1060	,14949	,10215	,4252	,5963	,0	,0	,0	,0	,守望之眼	,法师之靴	,兰德里的折磨	,爆裂魔杖	,增幅典籍	,（空）	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,EDG	,EDGScout	,MID	,暗黑元首-辛德拉	,6	,2	,4	,345	,37	,24	,13	,16372	,17	,4	,4	,2	,18	,70	,287445	,21457	,791	,20415	,12548	,5120	,7400	,1	,0	,0	,0	,中娅沙漏	,莫雷洛秘典	,灭世者的死亡之帽	,负极斗篷	,虚空之杖	,法师之靴	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,EDG	,EDGMouse	,TOP	,扭曲树精-茂凯	,1	,2	,9	,315	,1	,0	,1	,14017	,18	,5	,2	,0	,18	,98	,198763	,15087	,2255	,12831	,34286	,20457	,13828	,0	,0	,0	,0	,守护天使	,日炎斗篷	,振奋盔甲	,多兰之戒	,忍者足具	,冰霜之心	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,EDG	,EDGFireloli	,JUNGLE	,盲僧-李青	,0	,2	,8	,151	,124	,79	,45	,11699	,51	,18	,19	,1	,15	,47	,124254	,4690	,3602	,1088	,26336	,17459	,8805	,0	,0	,0	,0	,附魔：战士	,控制守卫	,忍者足具	,亡者的板甲	,振奋盔甲	,抗魔斗篷	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,EDG	,EDGZet	,ADC	,皮城女警-凯特琳	,5	,0	,5	,267	,17	,11	,6	,14785	,18	,8	,4	,4	,16	,0	,207728	,21378	,20389	,293	,12077	,6282	,5795	,1	,0	,0	,0	,多兰之刃	,无尽之刃	,多米尼克领主的致意	,疾射火炮	,卢安娜的飓风	,狂战士胫甲	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,VG	,VGHetong	,SUPPORT	,赏金猎人-厄运小姐	,1	,4	,5	,60	,0	,0	,0	,9303	,50	,12	,18	,0	,13	,131	,38846	,13346	,7116	,6229	,12815	,4326	,8393	,0	,0	,0	,0	,死刑宣告	,守望之眼	,黑色切割者	,控制守卫	,（空）	,明朗之靴	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,VG	,VGEasyhoon	,MID	,英勇投弹手-库奇	,3	,4	,3	,312	,6	,6	,0	,13314	,17	,7	,6	,0	,17	,105	,215845	,22136	,2845	,19291	,21411	,8687	,12411	,0	,0	,0	,0	,腐败药水	,玛莫提乌斯之噬	,法师之靴	,三相之力	,疾射火炮	,灵巧披风	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,VG	,VGXuanXuanPi	,ADC	,惩戒之箭-韦鲁斯	,1	,2	,2	,425	,40	,22	,18	,14773	,17	,11	,3	,0	,17	,47	,275588	,17416	,14731	,2685	,11542	,4421	,7120	,0	,0	,0	,0	,海克斯饮魔刀	,水银饰带	,狂战士胫甲	,多米尼克领主的致意	,无尽之刃	,卢安娜的飓风	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,VG	,VGOnion	,TOP	,深海泰坦-诺提勒斯	,1	,2	,4	,274	,1	,0	,1	,11551	,19	,2	,3	,0	,17	,46	,152506	,9879	,2723	,7156	,17159	,10177	,6654	,0	,0	,0	,0	,振奋盔甲	,冰霜之心	,腐败药水	,水银之靴	,守护天使	,巨人腰带	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第一场	,EDG vs VG	,EDG	,VG	,VGBengi	,JUNGLE	,虚空遁地兽-雷克塞	,0	,2	,2	,173	,121	,83	,38	,10890	,37	,34	,10	,0	,15	,96	,144328	,5950	,1968	,3882	,42262	,24977	,17075	,0	,0	,0	,0	,振奋盔甲	,控制守卫	,附魔：熔渣巨人	,水银之靴	,亡者的板甲	,红水晶	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,EDG	,EDGMeiko	,SUPPORT	,赏金猎人-厄运小姐	,3	,1	,14	,54	,0	,0	,0	,12701	,58	,24	,13	,0	,15	,28	,49544	,13137	,4510	,7937	,12128	,5454	,6631	,0	,0	,0	,0	,守望之眼	,明朗之靴	,（空）	,黑色切割者	,凡性的提醒	,抗魔斗篷	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,EDG	,EDGScout	,MID	,符文法师-瑞兹	,6	,3	,8	,358	,40	,22	,18	,16958	,23	,7	,9	,2	,18	,158	,298971	,12310	,363	,11946	,16720	,10122	,6554	,1	,0	,0	,0	,探索者的护臂	,炽天使之拥	,虚空之杖	,深渊权杖	,时光之杖	,明朗之靴	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,EDG	,EDGMouse	,TOP	,扭曲树精-茂凯	,0	,0	,10	,349	,10	,0	,10	,14631	,20	,6	,2	,1	,18	,0	,222976	,11212	,2416	,8796	,24296	,16484	,7777	,0	,0	,0	,0	,守护天使	,日炎斗篷	,水银之靴	,振奋盔甲	,多兰之戒	,冰霜之心	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,EDG	,EDGFireloli	,JUNGLE	,虚空掠夺者-卡兹克	,6	,2	,7	,132	,104	,54	,50	,13364	,45	,11	,21	,1	,16	,66	,169278	,15413	,12705	,2708	,26678	,19143	,7493	,0	,0	,0	,0	,附魔：战士	,（空）	,布甲	,忍者足具	,黑色切割者	,多米尼克领主的致意	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,EDG	,EDGZet	,ADC	,戏命师-烬	,5	,0	,10	,315	,19	,11	,8	,16106	,17	,5	,3	,4	,17	,0	,255281	,21573	,16152	,5241	,6825	,5198	,1626	,0	,0	,0	,0	,无尽之刃	,多米尼克领主的致意	,（空）	,疾射火炮	,轻灵之靴	,夺萃之镰	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,VG	,VGHetong	,SUPPORT	,荆棘之兴-婕拉	,0	,5	,4	,26	,1	,1	,0	,8482	,45	,14	,14	,0	,14	,156	,26191	,8761	,744	,8016	,13293	,7746	,5547	,0	,0	,0	,0	,兰德里的折磨	,守望之眼	,（空）	,（空）	,（空）	,法师之靴	,神谕改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,VG	,VGEasyhoon	,MID	,发条魔灵-奥莉安娜	,3	,4	,1	,329	,19	,18	,1	,13487	,19	,11	,3	,0	,17	,154	,207363	,9034	,263	,8721	,15562	,5505	,10056	,0	,0	,0	,0	,无用大棒	,爆裂魔杖	,莫雷洛秘典	,卢登的回声	,虚空之杖	,法师之靴	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,VG	,VGXuanXuanPi	,ADC	,惩戒之箭-韦鲁斯	,1	,4	,2	,388	,44	,35	,9	,14378	,18	,17	,3	,1	,17	,57	,248658	,12769	,11590	,1179	,17482	,11495	,5876	,0	,0	,0	,0	,水银饰带	,破败王者之刃	,暴风之剑	,狂战士胫甲	,卢安娜的飓风	,多米尼克领主的致意	,远见改造	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,VG	,VGOnion	,TOP	,深海泰坦-诺提勒斯	,2	,4	,1	,290	,10	,2	,8	,12142	,22	,4	,4	,1	,17	,137	,172270	,10371	,3237	,7134	,19401	,13409	,5507	,0	,0	,0	,0	,日炎斗篷	,负极斗篷	,腐败药水	,振奋盔甲	,水银之靴	,冰霜之心	,监视图腾（饰品）	
2017.01.20	,2017职业联赛	,第一周	,第二场	,EDG vs VG	,EDG	,VG	,VGBengi	,JUNGLE	,盲僧-李青	,0	,3	,3	,143	,111	,56	,55	,10321	,36	,19	,9	,0	,15	,131	,116022	,6382	,5165	,1105	,27886	,16331	,11278	,0	,0	,0	,0	,亡者的板甲	,控制守卫	,附魔：战士	,水银之靴	,振奋盔甲	,（空）	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,LGD	,LGDGodV	,MID	,爆破鬼才-吉格斯	,2	,3	,4	,258	,9	,9	,0	,10432	,11	,4	,3	,0	,15	,131	,170991	,19541	,1478	,18063	,12545	,4106	,7635	,0	,0	,0	,0	,爆裂魔杖	,巫妖之祸	,增幅典籍	,法师之靴	,莫雷洛秘典	,多兰之戒	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,LGD	,LGDImp	,ADC	,探险家-伊泽瑞尔	,4	,2	,2	,237	,6	,1	,5	,9970	,12	,4	,3	,0	,14	,33	,119521	,10395	,7408	,2545	,13230	,6662	,5644	,0	,0	,0	,0	,明朗之靴	,多兰之刃	,吸血鬼节杖	,魔切	,三相之力	,（空）	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,LGD	,LGDPyl	,SUPPORT	,魂锁典狱长-锤石	,0	,2	,4	,25	,0	,0	,0	,5613	,38	,7	,7	,0	,11	,60	,6845	,1395	,42	,1352	,14708	,5949	,7868	,0	,0	,0	,0	,圣物之盾	,洞察红宝石	,疾行之靴	,燃烧宝石	,控制守卫	,抗魔斗篷	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,LGD	,LGDEimy	,JUNGLE	,虚空遁地兽-雷克塞	,1	,4	,5	,105	,79	,43	,36	,7857	,28	,9	,6	,0	,13	,100	,84555	,4867	,2116	,2751	,27999	,17259	,10098	,0	,0	,0	,0	,附魔：熔渣巨人	,控制守卫	,幽魂斗篷	,水银之靴	,巨人腰带	,锁子甲	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,LGD	,LGDFunny	,TOP	,青钢影-卡蜜尔	,2	,4	,2	,202	,16	,8	,8	,8817	,12	,1	,2	,0	,14	,112	,96906	,8302	,6166	,406	,18488	,12370	,5693	,0	,0	,0	,0	,提亚马特	,三相之力	,腐败药水	,紫雨林之拳	,水银之靴	,（空）	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,IM	,IMAmazingJ	,TOP	,诺克萨斯之手-德莱厄斯	,5	,2	,5	,245	,0	,0	,0	,12689	,13	,2	,3	,1	,16	,88	,143820	,14688	,10762	,459	,18990	,12321	,5026	,1	,1	,0	,0	,腐败药水	,锁子甲	,亡者的板甲	,黑色切割者	,振奋盔甲	,忍者足具	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,IM	,IMJinjiao	,ADC	,寒冰射手-艾希	,0	,1	,10	,298	,8	,7	,1	,13231	,8	,4	,1	,3	,15	,0	,185379	,10333	,9448	,756	,10342	,4257	,6084	,0	,0	,0	,0	,（空）	,卢安娜的飓风	,疾射火炮	,吸血鬼节杖	,无尽之刃	,狂战士胫甲	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,IM	,IMAthena	,MID	,符文法师-瑞兹	,8	,0	,2	,285	,42	,14	,28	,14685	,16	,7	,5	,1	,17	,0	,240149	,20622	,490	,20132	,11868	,5824	,5618	,1	,0	,0	,0	,时光之杖	,灭世者的死亡之帽	,炽天使之拥	,幽魂面具	,明朗之靴	,负极斗篷	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,IM	,IMRoad	,SUPPORT	,荆棘之兴-婕拉	,0	,4	,7	,25	,1	,0	,1	,9207	,26	,19	,8	,1	,12	,120	,31620	,13959	,387	,13572	,10097	,5433	,4560	,0	,0	,0	,0	,钢铁烈阳之匣	,控制守卫	,守望之眼	,禁忌雕像	,晶体护腕	,法师之靴	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,IM vs LGD	,IM	,IM	,IMBen4	,JUNGLE	,盲僧-李青	,2	,2	,4	,93	,78	,45	,33	,9614	,22	,11	,5	,1	,14	,58	,117479	,10330	,9213	,1029	,18932	,13375	,5557	,0	,0	,0	,0	,复用型药水	,附魔：战士	,玛莫提乌斯之噬	,巨人腰带	,忍者足具	,（空）	,神谕改造	
比赛日期,比赛,比赛场次,比赛小场,对阵双方,胜方,战队,队员,位置,所选英雄,击杀,死亡,助攻,击杀小兵数量,击杀中立生物量,在我方野区击杀中立生物,在敌方野区击杀中立生物,获取金钱数,插眼数,拆眼数,购买真眼数,参与推塔数,游戏结束时等级,死亡时长,输出伤害总量,对英雄造成伤害,对英雄造成物理伤害,对英雄造成魔法伤害,承受英雄伤害,承受英雄物理伤害,承受英雄魔法伤害,双杀次数,三杀次数,四杀次数,五杀次数,装备1,装备2,装备3,装备4,装备5,装备6,饰品
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,LGD	,LGDGodV	,MID	,英勇投弹手-库奇	,5	,1	,8	,325	,32	,24	,8	,15687	,16	,4	,5	,3	,18	,41	,239926	,21355	,2208	,19147	,14496	,8363	,6132	,0	,0	,0	,0	,海克斯科技枪刃	,法师之靴	,控制守卫	,三相之力	,海克斯饮魔刀	,水银弯刀	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,LGD	,LGDImp	,ADC	,皮城女警-凯特琳	,5	,1	,6	,338	,32	,14	,18	,15907	,10	,9	,0	,3	,16	,27	,278311	,16649	,15974	,313	,12356	,7553	,4803	,1	,0	,0	,0	,水银弯刀	,狂战士胫甲	,多兰之刃	,无尽之刃	,卢安娜的飓风	,凡性的提醒	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,LGD	,LGDPyl	,SUPPORT	,天启者-卡尔玛	,1	,1	,15	,29	,0	,0	,0	,10211	,47	,22	,14	,0	,14	,20	,28400	,10636	,895	,8252	,6649	,4022	,2627	,0	,0	,0	,0	,明朗之靴	,救赎	,守望之眼	,钢铁烈阳之匣	,控制守卫	,活力夹心饼干	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,LGD	,LGDEimy	,JUNGLE	,虚空掠夺者-卡兹克	,4	,0	,5	,171	,134	,58	,76	,12855	,25	,13	,7	,1	,16	,0	,186152	,13328	,11854	,1278	,21349	,16305	,4643	,1	,0	,0	,0	,凡性的提醒	,附魔：战士	,（空）	,锯齿短匕	,水银之靴	,黑色切割者	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,LGD	,LGDFunny	,TOP	,青钢影-卡蜜尔	,4	,3	,5	,278	,15	,3	,12	,13882	,14	,2	,2	,3	,17	,97	,203810	,13520	,8578	,683	,23875	,16919	,6656	,0	,0	,0	,0	,巨型九头蛇	,守护天使	,红水晶	,三相之力	,水银之靴	,多兰之刃	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,IM	,IMAmazingJ	,TOP	,圣锤之毅-波比	,3	,3	,1	,278	,13	,5	,8	,11079	,19	,5	,4	,0	,16	,118	,142064	,14645	,10639	,4005	,21076	,12886	,4123	,0	,0	,0	,0	,腐败药水	,冰川护甲	,守护天使	,日炎斗篷	,振奋盔甲	,忍者足具	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,IM	,IMJinjiao	,ADC	,寒冰射手-艾希	,0	,5	,2	,276	,17	,9	,8	,10329	,10	,3	,2	,0	,14	,120	,140902	,6529	,6016	,512	,13524	,8353	,5021	,0	,0	,0	,0	,卢安娜的飓风	,暴风之剑	,多兰之刃	,无尽之刃	,狂战士胫甲	,吸血鬼节杖	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,IM	,IMAthena	,MID	,发条魔灵-奥莉安娜	,1	,4	,2	,322	,11	,11	,0	,11618	,18	,10	,5	,0	,16	,120	,178829	,10826	,458	,10367	,13587	,6193	,6435	,0	,0	,0	,0	,多兰之戒	,卢登的回声	,爆裂魔杖	,无用大棒	,法师之靴	,莫雷洛秘典	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,IM	,IMRoad	,SUPPORT	,唤潮鲛姬-娜美	,0	,3	,1	,18	,0	,0	,0	,6463	,32	,10	,7	,0	,12	,59	,10756	,3485	,595	,2354	,13229	,5486	,7519	,0	,0	,0	,0	,救赎	,控制守卫	,守望之眼	,明朗之靴	,活力夹心饼干	,（空）	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第二场	,IM vs LGD	,LGD	,IM	,IMBen4	,JUNGLE	,虚空遁地兽-雷克塞	,1	,4	,1	,105	,79	,51	,28	,8154	,30	,20	,9	,0	,13	,120	,87254	,6414	,1822	,4427	,29133	,20430	,7797	,0	,0	,0	,0	,抗魔斗篷	,提亚马特	,附魔：熔渣巨人	,忍者足具	,巨人腰带	,锁子甲	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,LGD	,LGDGodV	,MID	,发条魔灵-奥莉安娜	,1	,4	,1	,273	,20	,20	,0	,10425	,13	,4	,5	,0	,15	,130	,156994	,11663	,850	,10812	,10151	,3221	,6929	,0	,0	,0	,0	,莫雷洛秘典	,卢登的回声	,爆裂魔杖	,多兰之戒	,多兰之戒	,法师之靴	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,LGD	,LGDImp	,ADC	,深渊巨口-克格莫	,1	,4	,0	,260	,6	,6	,0	,10012	,10	,7	,0	,0	,14	,114	,129296	,15381	,6941	,7021	,14829	,5947	,8881	,0	,0	,0	,0	,破败王者之刃	,狂战士胫甲	,多兰之刃	,卢安娜的飓风	,反曲之弓	,十字镐	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,LGD	,LGDPyl	,SUPPORT	,赏金猎人-厄运小姐	,0	,3	,2	,25	,0	,0	,0	,7104	,41	,20	,11	,0	,12	,66	,23152	,7942	,2324	,5618	,9831	,5601	,4229	,0	,0	,0	,0	,明朗之靴	,守望之眼	,考尔菲德的战锤	,净蚀	,控制守卫	,（空）	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,LGD	,LGDEimy	,JUNGLE	,蜘蛛女皇-伊莉丝	,0	,2	,3	,122	,83	,56	,27	,8191	,31	,11	,8	,1	,13	,30	,99976	,5453	,313	,5139	,14937	,11915	,3022	,0	,0	,0	,0	,增幅典籍	,附魔：符能回声	,水银之靴	,幽魂面具	,爆裂魔杖	,红水晶	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,LGD	,LGDFunny	,TOP	,无双剑姬-菲奥娜	,1	,5	,2	,220	,21	,4	,17	,9573	,11	,3	,2	,1	,14	,139	,110843	,10596	,7201	,577	,27516	,16000	,11322	,0	,0	,0	,0	,贪欲九头蛇	,水银之靴	,腐败药水	,黑色切割者	,锁子甲	,（空）	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,IM	,IMAmazingJ	,TOP	,扭曲树精-茂凯	,3	,0	,10	,241	,6	,1	,5	,12113	,16	,3	,3	,1	,16	,0	,144974	,14834	,3090	,11743	,22416	,12829	,7852	,0	,0	,0	,0	,日炎斗篷	,振奋盔甲	,（空）	,多兰之戒	,守护天使	,忍者足具	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,IM	,IMJinjiao	,ADC	,戏命师-烬	,5	,1	,6	,289	,5	,4	,1	,13436	,13	,0	,4	,2	,16	,33	,183932	,19793	,17536	,2257	,8830	,3381	,4843	,0	,0	,0	,0	,（空）	,幽梦之灵	,多兰之刃	,轻灵之靴	,无尽之刃	,疾射火炮	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,IM	,IMAthena	,MID	,符文法师-瑞兹	,8	,0	,4	,283	,24	,9	,15	,14872	,17	,7	,7	,2	,17	,0	,217022	,16357	,394	,15963	,12842	,6852	,5265	,2	,0	,0	,0	,明朗之靴	,无用大棒	,炽天使之拥	,时光之杖	,深渊权杖	,爆裂魔杖	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,IM	,IMRoad	,SUPPORT	,河流之王-塔姆	,0	,2	,10	,51	,0	,0	,0	,8338	,31	,10	,5	,0	,13	,69	,28119	,3391	,473	,2723	,18307	,9903	,7472	,0	,0	,0	,0	,救赎	,钢铁烈阳之匣	,洞察红宝石	,控制守卫	,（空）	,轻灵之靴	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第三场	,IM vs LGD	,IM	,IM	,IMBen4	,JUNGLE	,盲僧-李青	,2	,0	,4	,129	,95	,58	,37	,10242	,41	,13	,11	,2	,14	,0	,125844	,6626	,5688	,937	,22741	,17229	,5271	,0	,0	,0	,0	,亡者的板甲	,附魔：战士	,（空）	,水银之靴	,燃烧宝石	,幽魂斗篷	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第一场	,Snake vs IG	,Snake	,IG	,IGKidKid	,JUNGLE	,蜘蛛女皇-伊莉丝	,1	,3	,3	,206	,176	,99	,77	,11856	,29	,18	,12	,0	,16	,144	,198514	,10723	,695	,9867	,25609	,16524	,9084	,0	,0	,0	,0	,附魔：符能回声	,爆裂魔杖	,瑞莱的冰晶节杖	,（空）	,兰德里的折磨	,疾行之靴	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,Snake vs IG	,Snake	,IG	,IGRookie	,MID	,符文法师-瑞兹	,2	,1	,6	,378	,19	,17	,2	,15127	,24	,12	,6	,1	,18	,0	,303325	,19220	,596	,18523	,17822	,7730	,10092	,0	,0	,0	,0	,无用大棒	,虚空之杖	,炽天使之拥	,中娅沙漏	,时光之杖	,明朗之靴	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第一场	,Snake vs IG	,Snake	,IG	,IGMarge	,ADC	,探险家-伊泽瑞尔	,4	,2	,4	,358	,13	,13	,0	,14786	,16	,10	,3	,0	,17	,39	,236447	,35614	,27082	,7438	,19668	,11021	,8621	,1	,0	,0	,0	,多米尼克领主的致意	,吸血鬼节杖	,魔切	,破败王者之刃	,三相之力	,明朗之靴	,远见改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,Snake vs IG	,Snake	,IG	,IGMegan	,SUPPORT	,巨魔之王-特朗德尔	,1	,2	,5	,65	,0	,0	,0	,9348	,70	,23	,16	,0	,13	,39	,24656	,2906	,1242	,1664	,23108	,9146	,13622	,0	,0	,0	,0	,季分之眼	,钢铁烈阳之匣	,冰川护甲	,负极斗篷	,明朗之靴	,布甲	,神谕改造	
2017.01.21	,2017职业联赛	,第一周	,第一场	,Snake vs IG	,Snake	,IG	,IGDuke	,TOP	,扭曲树精-茂凯	,1	,3	,6	,307	,10	,6	,4	,12780	,16	,5	,0	,1	,17	,155	,180510	,15731	,2608	,13122	,33249	,15488	,16984	,0	,0	,0	,0	,兰顿之兆	,守望者铠甲	,守护天使	,振奋盔甲	,水银之靴	,冰川护甲	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第一场	,Snake vs IG	,Snake	,Snake	,SSFlandre	,TOP	,深海泰坦-诺提勒斯	,1	,0	,8	,369	,14	,7	,7	,15375	,19	,3	,2	,2	,18	,0	,208263	,15191	,4227	,10964	,19506	,9890	,9421	,0	,0	,0	,0	,腐败药水	,振奋盔甲	,号令之旗	,守护天使	,水银之靴	,日炎斗篷	,监视图腾（饰品）	
2017.01.21	,2017职业联赛	,第一周	,第一场	,Snake vs IG	,Snake	,Snake	,SSTank	,MID	,魔蛇之拥-卡西奥佩娅	,3	,1	,7	,385	,6	,6	,0	,16600	,22	,10	,8	,1	,18	,0	,271413	,29338	,179	,29158	,17715	,7811	,9903	,0	,0	,0	,0	,炽天使之拥	,多兰之戒	,（空）	,深渊权杖	,虚空之杖	,莫雷洛秘典	,远见改造	
